window_length,auc_mean,auc_ci_low,auc_ci_high,auc_ci_width,tpr_1pct,tpr_1pct_ci_low,tpr_1pct_ci_high,tpr_5pct,tpr_5pct_ci_low,tpr_5pct_ci_high,tpr_10pct,tpr_10pct_ci_low,tpr_10pct_ci_high
200,0.5098059128864816,0.463332769126608,0.5541426878808395,0.09080991875423156,0.004739336492890996,0.0,0.035663507109004705,0.05687203791469194,0.023696682464454975,0.11149289099526062,0.0995260663507109,0.05912322274881517,0.16836492890995258
250,0.5030471601176346,0.4514403146369982,0.5589262303794776,0.10748591574247945,0.023668639053254437,0.0,0.047337278106508875,0.03550295857988166,0.011834319526627219,0.10088757396449693,0.08284023668639054,0.04423076923076925,0.15695266272189345
500,0.5051635111876076,0.41380163511187606,0.5881848823866895,0.17438324727481347,0.023809523809523808,0.0,0.07767857142857132,0.047619047619047616,0.0056547619047619315,0.15476190476190477,0.09523809523809523,0.017559523809523837,0.2324404761904761
1000,0.5086258179654968,0.4003718024985128,0.6545359904818558,0.25416418798334306,0.04878048780487805,0.0,0.14634146341463414,0.0975609756097561,0.0,0.24390243902439024,0.0975609756097561,0.024390243902439025,0.2695121951219508
1500,0.5198902606310014,0.38401920438957476,0.6523662551440329,0.26834705075445814,0.0,0.0,0.24166666666666634,0.037037037037037035,0.0,0.3898148148148145,0.07407407407407407,0.0,0.4074074074074074
