parameters,FITNESS,bps,mps,caf,sbw,avgdistance_all,avgdistance_poi,watchdog_hitrate,count_packets_rec,count_poi_rec,count_cc_rec,count_cc_ignored_in_silence,count_cc_pointer_rec,count_data_ignored_in_silence,count_data_ignored_in_timeoput,count_data_ecc_matches,count_watchdog_ecc_matches,secret_bits_count,timestamp_start,timestamp_stop,duration_seconds,source_ip,comment
broadcast_domain:ISD:8b:1r:7m:none,2.3191,2.3191,0.2899,1.142857143,0.121683195,65.74449339,5.0969163,1,14924,1157,229,0,227,429,0,227,227,1816,1743912557,4/6/2025 6:22,783.0509319,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,2.117032599,2.1264,0.2658,1.142857143,0.106873823,74.85462555,5.559471366,0.995594714,16992,1262,229,0,227,474,0,227,226,1808,1743913348,4/6/2025 6:36,850.2792611,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,2.7843,2.7843,0.348,1.142857143,0.120456354,66.41409692,5.110132159,1,15076,1160,229,0,227,367,0,227,227,1816,1743914206,4/6/2025 6:47,652.2269061,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,2.3673,2.3673,0.2959,1.142857143,0.152793036,52.35840708,5.216814159,1,11833,1179,229,1,226,437,0,226,226,1808,1743914867,4/6/2025 7:00,763.7400479,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,2.3638,2.3638,0.2955,1.142857143,0.063242208,126.4977974,5.207048458,1,28715,1182,229,0,227,427,0,227,227,1816,1743915637,4/6/2025 7:13,768.25086,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,2.439,2.439,0.3049,1.142857143,0.122248401,65.44052863,5.057268722,1,14855,1148,229,0,227,417,0,227,227,1816,1743916413,4/6/2025 7:25,744.5780001,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,2.1732837,2.1829,0.2729,1.142857143,0.110294564,72.53303965,5.378854626,0.995594714,16465,1221,229,0,227,457,0,227,226,1808,1743917165,4/6/2025 7:39,828.2547739,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,2.344460352,2.3653,0.2957,1.142857143,0.137232676,58.29515419,5.264317181,0.991189427,13233,1195,229,0,227,431,0,227,225,1800,1743918001,4/6/2025 7:52,761.0060301,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,2.2811,2.2811,0.2851,1.142857143,0.10599428,75.47577093,5.427312775,1,17133,1232,229,0,227,448,0,227,227,1816,1743918770,4/6/2025 8:06,796.1122448,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,2.7019,2.7019,0.3377,1.142857143,0.104305499,76.69777778,5.248888889,1,17257,1181,229,2,225,391,0,225,225,1800,1743919572,4/6/2025 8:17,666.2036211,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,2.4895,2.4895,0.3112,1.142857143,0.150503621,53.15486726,5.146017699,1,12013,1163,229,1,226,411,0,226,226,1808,1743920246,4/6/2025 8:29,726.240634,127.0.0.1,"Version 3.3, LAN Peak Hours"
broadcast_domain:ISD:8b:1r:7m:none,3.1724,3.1724,0.3965,1.142857143,0.135674621,58.96460177,5.07079646,1,13326,1146,229,1,226,330,0,226,226,1808,1743920981,4/6/2025 8:39,569.919883,127.0.0.1,"Version 3.3, LAN Peak Hours"
broadcast_domain:ISD:8b:1r:7m:none,2.865421145,2.8781,0.3598,1.142857143,0.142947103,55.96475771,5.145374449,0.995594714,12704,1168,229,0,227,366,0,227,226,1808,1743921557,4/6/2025 8:49,628.1843731,127.0.0.1,"Version 3.3, LAN Peak Hours"
broadcast_domain:ISD:8b:1r:7m:none,2.6914,2.6914,0.3364,1.142857143,0.140535521,56.92511013,5.365638767,1,12922,1218,229,0,227,402,0,227,227,1816,1743922193,4/6/2025 9:01,674.7395909,127.0.0.1,"Version 3.3, LAN Peak Hours"
broadcast_domain:ISD:8b:1r:7m:none,2.630456889,2.6422,0.3303,1.142857143,0.127986348,62.50666667,5.231111111,0.995555556,14064,1177,229,2,225,396,0,225,224,1792,1743922875,4/6/2025 9:12,678.211297,127.0.0.1,"Version 3.3, LAN Peak Hours"
broadcast_domain:ISD:8b:1r:7m:none,2.837743612,2.8503,0.3563,1.142857143,0.15418577,51.88546256,5.466960352,0.995594714,11778,1241,229,0,227,422,0,227,226,1808,1743923561,4/6/2025 9:23,634.3143599,127.0.0.1,"Version 3.3, LAN Peak Hours"
broadcast_domain:ISD:8b:1r:7m:none,2.3762,2.3762,0.297,1.142857143,0.113748826,70.33039648,5.550660793,1,15965,1260,229,0,227,450,0,227,227,1816,1743924204,4/6/2025 9:36,764.2467251,127.0.0.1,"Version 3.3, LAN Peak Hours"
broadcast_domain:ISD:8b:1r:7m:none,2.590537445,2.602,0.3253,1.142857143,0.106043796,75.44052863,4.977973568,0.995594714,17125,1130,229,0,227,397,0,227,226,1808,1743924976,4/6/2025 9:47,694.844945,127.0.0.1,"Version 3.3, LAN Peak Hours"
broadcast_domain:ISD:8b:1r:7m:none,2.6113,2.6113,0.3264,1.142857143,0.140601913,56.89823009,5.097345133,1,12859,1152,229,1,226,397,0,226,226,1808,1743925678,4/6/2025 9:59,692.3708119,127.0.0.1,"Version 3.3, LAN Peak Hours"
broadcast_domain:ISD:8b:1r:7m:none,2.4413,2.4413,0.3052,1.142857143,0.110830614,72.18222222,5.471111111,1,16241,1231,229,2,225,426,0,225,225,1800,1743926378,4/6/2025 10:11,737.3152962,127.0.0.1,"Version 3.3, LAN Peak Hours"
broadcast_domain:ISD:8b:1r:0m:none,0.019115419,0.0192,0.0024,8,0.000873096,9162.797357,564.6563877,0.995594714,2079955,128177,229,0,227,53566,0,227,226,1808,1743927577,4/7/2025 12:29,94181.88601,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:0m:none,0.022,0.022,0.0027,8,0.002067266,3869.845815,487.2246696,1,878455,110600,229,0,227,46241,0,227,227,1816,1744143973,4/9/2025 21:22,82568.46116,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:0m:none,0,0,0,8,0.001164041,6872.612335,556.2819383,0.995594714,1560083,126276,228,0,227,55392,0,227,226,1808,0,4/12/2025 1:28,1744414135,,Version 3.3
broadcast_domain:ISD:8b:1r:0m:none,0,0,0,8,0.003528886,2267.004405,549.4757709,0.991189427,514610,124731,228,0,227,52602,0,227,225,1800,0,4/14/2025 22:14,1744661677,,Version 3.3
broadcast_domain:ISD:8b:1r:0m:none,0,0,0,8,0.002443948,3273.39207,533.3832599,0.991189427,743060,121078,228,0,227,51754,0,227,225,1800,0,4/15/2025 23:39,1744753170,,Version 3.3
broadcast_domain:ISD:8b:1r:0m:none,0.0218,0.0218,0.0027,8,0.002181279,3667.572687,493.9515419,1,832539,112127,229,0,227,47034,0,227,227,1816,1744753176,4/16/2025 22:48,83362.81306,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:0m:none,0,0,0,8,0.004884806,1637.731278,416.5903084,0.991189427,371765,94566,228,0,227,22384,0,227,225,1800,0,4/17/2025 22:48,1744922888,,Version 3.3
broadcast_domain:ISD:8b:1r:0m:none,0,0,0,8,0.00804911,993.8986784,387.1409692,0.986784141,225615,87881,228,0,227,20563,0,227,224,1792,0,4/18/2025 8:42,1744958564,,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,0,0,0,1.333333333,0.085781767,93.25991189,9.929515419,0.991189427,21170,2254,228,0,227,677,0,227,225,1800,0,5/12/2025 8:23,1747031008,,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,0,0,0,1.333333333,0.107571864,74.36888889,8.951111111,0.982222222,16733,2014,227,1,225,592,0,225,221,1768,0,5/12/2025 8:35,1747031755,,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.500037885,2.5111,0.3139,1.333333333,0.383851194,20.84140969,9.775330396,0.995594714,4731,2219,229,0,227,576,0,227,226,1808,1747031761,5/12/2025 8:48,719.99142,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.472360352,2.4833,0.3104,1.333333333,0.506837845,15.78414097,9.162995595,0.995594714,3583,2080,229,0,227,562,0,227,226,1808,1747032487,5/12/2025 9:00,728.074177,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.095129515,2.1044,0.263,1.333333333,0.201040629,39.79295154,9.828193833,0.995594714,9033,2231,229,0,227,659,0,227,226,1808,1747033222,5/12/2025 9:14,859.1667979,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.1723,2.1723,0.2715,1.333333333,0.420857474,19.00881057,9.63876652,1,4315,2188,229,0,227,652,0,227,227,1816,1747034088,5/12/2025 9:28,835.977844,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.3436,2.3436,0.2929,1.333333333,0.45332002,17.64757709,9.118942731,1,4006,2070,229,0,227,602,0,227,227,1816,1747034930,5/12/2025 9:41,774.8865321,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.242269604,2.2723,0.284,1.333333333,0.493880881,16.19823789,8.784140969,0.986784141,3677,1994,229,0,227,564,0,227,224,1792,1747035711,5/12/2025 9:54,788.620769,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.1738,2.1738,0.2717,1.333333333,0.328787052,24.33185841,9.39380531,1,5499,2123,229,1,226,620,0,226,226,1808,1747036506,5/12/2025 10:08,831.7347019,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.1801,2.1801,0.2725,1.333333333,0.414896048,19.28193833,9.709251101,1,4377,2204,229,0,227,652,0,227,227,1816,1747037344,5/12/2025 10:22,832.9839261,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.144710132,2.1542,0.2693,1.333333333,0.45286783,17.66519824,9.348017621,0.995594714,4010,2122,229,0,227,608,0,227,226,1808,1747038183,5/12/2025 10:37,839.309279,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.373700441,2.3948,0.2993,1.333333333,0.459979737,17.39207048,9.030837004,0.991189427,3948,2050,229,0,227,598,0,227,225,1800,1747039029,5/12/2025 10:49,751.642278,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.4294,2.4294,0.3037,1.333333333,0.480677607,16.64317181,9.18061674,1,3778,2084,229,0,227,561,0,227,227,1816,1747039787,5/12/2025 11:02,747.504786,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.102696035,2.112,0.264,1.333333333,0.405447645,19.73127753,9.718061674,0.995594714,4479,2206,229,0,227,644,0,227,226,1808,1747040541,5/12/2025 11:16,856.048255,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.390323348,2.4009,0.3001,1.333333333,0.501380453,15.95594714,8.678414097,0.995594714,3622,1970,229,0,227,568,0,227,226,1808,1747041404,5/12/2025 11:29,753.043308,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.051323348,2.0604,0.2575,1.333333333,0.396939891,20.15418502,9.863436123,0.995594714,4575,2239,229,0,227,657,0,227,226,1808,1747042164,5/12/2025 11:44,877.5091221,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.126596916,2.1455,0.2682,1.333333333,0.460096276,17.3876652,9.480176211,0.991189427,3947,2152,229,0,227,624,0,227,225,1800,1747043050,5/12/2025 11:58,838.9637361,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.166911894,2.1765,0.2721,1.333333333,0.40248227,19.87665198,9.392070485,0.995594714,4512,2132,229,0,227,621,0,227,226,1808,1747043896,5/12/2025 12:12,830.6774991,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.135121145,2.1541,0.2693,1.333333333,0.433206107,18.46696035,9.427312775,0.991189427,4192,2140,229,0,227,614,0,227,225,1800,1747044733,5/12/2025 12:26,835.622288,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.0685,2.0685,0.2586,1.333333333,0.387454662,20.64757709,10.04845815,1,4687,2281,229,0,227,670,0,227,227,1816,1747045575,5/12/2025 12:40,877.9319811,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.2411,2.2411,0.2801,1.333333333,0.470100958,17.01762115,9.145374449,1,3863,2076,229,0,227,596,0,227,227,1816,1747046461,5/12/2025 12:54,810.3167319,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.120550661,2.1394,0.2674,1.333333333,0.486863271,16.43171806,9.422907489,0.991189427,3730,2139,229,0,227,621,0,227,225,1800,1747047278,5/12/2025 13:08,841.345624,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.382918502,2.4041,0.3005,1.333333333,0.415560641,19.25110132,8.911894273,0.991189427,4370,2023,229,0,227,592,0,227,225,1800,1747048126,5/12/2025 13:21,748.733633,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.1933,2.1933,0.2742,1.333333333,0.465521661,17.18502203,9.171806167,1,3901,2082,229,0,227,605,0,227,227,1816,1747048881,5/12/2025 13:35,827.9658079,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.028723348,2.0377,0.2547,1.333333333,0.39087387,20.46696035,9.792951542,0.995594714,4646,2223,229,0,227,647,0,227,226,1808,1747049715,5/12/2025 13:50,887.266885,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.038181498,2.0472,0.2559,1.333333333,0.441849148,18.10572687,9.86784141,0.995594714,4110,2240,229,0,227,655,0,227,226,1808,1747050609,5/12/2025 14:04,883.159729,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.1049,2.1049,0.2631,1.333333333,0.320282187,24.97797357,9.947136564,1,5670,2258,229,0,227,668,0,227,227,1816,1747051498,5/12/2025 14:19,862.7306721,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.153952423,2.1828,0.2729,1.333333333,0.366424536,21.83259912,9.431718062,0.986784141,4956,2141,229,0,227,622,0,227,224,1792,1747052368,5/12/2025 14:33,820.9485669,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.097220264,2.1065,0.2633,1.333333333,0.398770312,20.06167401,9.370044053,0.995594714,4554,2127,229,0,227,610,0,227,226,1808,1747053196,5/12/2025 14:47,858.304415,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.474115929,2.5074,0.3134,1.333333333,0.466460268,17.15044248,9.048672566,0.986725664,3876,2045,229,1,226,546,0,226,223,1784,1747054062,5/12/2025 14:59,711.4934978,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.3856,2.3856,0.2982,1.333333333,0.424100887,18.86343612,8.585903084,1,4282,1949,229,0,227,558,0,227,227,1816,1747054780,5/12/2025 15:12,761.2495561,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.2832,2.2832,0.2854,1.333333333,0.466838046,17.13656388,8.740088106,1,3890,1984,229,0,227,564,0,227,227,1816,1747055548,5/12/2025 15:25,795.3594251,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.225814978,2.2456,0.2807,1.333333333,0.416513761,19.20704846,9.325991189,0.991189427,4360,2117,229,0,227,623,0,227,225,1800,1747056350,5/12/2025 15:39,801.576303,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.166015859,2.1756,0.272,1.333333333,0.458238708,17.45814978,10.39647577,0.995594714,3963,2360,229,0,227,703,0,227,226,1808,1747057158,5/12/2025 15:53,831.0176651,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.253030837,2.263,0.2829,1.333333333,0.39188606,20.41409692,10.31718062,0.995594714,4634,2342,229,0,227,714,0,227,226,1808,1747057995,5/12/2025 16:06,798.927901,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.291134361,2.3115,0.2889,1.333333333,0.384013534,20.83259912,9.546255507,0.991189427,4729,2167,229,0,227,627,0,227,225,1800,1747058801,5/12/2025 16:19,778.705889,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.02123348,2.0392,0.2549,1.333333333,0.376295068,21.25991189,9.665198238,0.991189427,4826,2194,229,0,227,635,0,227,225,1800,1747059586,5/12/2025 16:34,882.714572,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.2364,2.2364,0.2796,1.333333333,0.415941365,19.23348018,8.995594714,1,4366,2042,229,0,227,583,0,227,227,1816,1747060475,5/12/2025 16:48,812.003026,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.265276652,2.2753,0.2844,1.333333333,0.445098039,17.97356828,9.022026432,0.995594714,4080,2048,229,0,227,594,0,227,226,1808,1747061294,5/12/2025 17:01,794.62643,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.0901,2.0901,0.2613,1.333333333,0.359390461,22.25991189,9.995594714,1,5053,2269,229,0,227,656,0,227,227,1816,1747062095,5/12/2025 17:16,868.8585298,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:6m:none,2.5218,2.5218,0.3152,1.333333333,0.447731755,17.86784141,9.502202643,1,4056,2157,229,0,227,607,0,227,227,1816,1747062971,5/12/2025 17:28,720.1195259,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:0r:7m:none,5.095951327,5.1186,0.6398,1.142857143,0.04471595,178.9070796,149.4115044,0.995575221,40433,33767,228,0,226,410,0,226,225,1800,1747567599,5/18/2025 13:32,351.659333,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:2r:7m:none,291.9674,291.9674,36.4959,1.142857143,0.4864,16.44736842,13.42105263,1,625,510,40,0,38,15,0,38,38,304,1747568033,5/18/2025 13:33,1.041212082,127.0.0.1,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,151.0198641,159.1831,19.8979,1.142857143,0.491338583,16.28205128,14.23076923,0.948717949,635,555,41,0,39,2,0,39,37,296,1749068623,6/4/2025 22:23,1.859493971,10.0.0.21,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,162.0004,162.0004,20.25,1.142857143,0.331154684,24.15789474,21.47368421,1,918,816,40,0,38,6,0,38,38,304,1749068639,6/4/2025 22:24,1.876538992,10.0.0.21,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,151.802841,160.0084,20.0011,1.142857143,0.616600791,12.97435897,11.1025641,0.948717949,506,433,41,0,39,2,0,39,37,296,1749068650,6/4/2025 22:24,1.849902868,10.0.0.21,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,163.1004,163.1004,20.3875,1.142857143,0.584615385,13.68421053,11.13157895,1,520,423,40,0,38,4,0,38,38,304,1749068676,6/4/2025 22:24,1.863883018,10.0.0.21,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,153.2693692,161.5542,20.1943,1.142857143,0.587570621,13.61538462,11.41025641,0.948717949,531,445,41,0,39,2,0,39,37,296,1749068689,6/4/2025 22:24,1.832202911,10.0.0.21,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,162.7165,162.7165,20.3396,1.142857143,0.464122137,17.23684211,12.97368421,1,655,493,40,0,38,3,0,38,38,304,1749068701,6/4/2025 22:25,1.868279934,10.0.0.21,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,162.9077,162.9077,20.3635,1.142857143,0.423398329,18.89473684,15.81578947,1,718,601,40,0,38,11,0,38,38,304,1749068724,6/4/2025 22:25,1.866087198,10.0.0.21,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,166.2917,166.2917,20.7865,1.142857143,0.520547945,15.36842105,10.73684211,1,584,408,40,0,38,3,0,38,38,304,1749068808,6/4/2025 22:26,1.828113079,10.0.0.21,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,165.6187,165.6187,20.7023,1.142857143,0.564007421,14.18421053,10.18421053,1,539,387,40,0,38,2,0,38,38,304,1749068832,6/4/2025 22:27,1.835541964,10.0.0.21,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,162.0637,162.0637,20.258,1.142857143,0.5232358,15.28947368,11.44736842,1,581,435,40,0,38,3,0,38,38,304,1749068859,6/4/2025 22:27,1.875806093,10.0.0.21,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,120.8182205,122.9661,15.3708,1.142857143,0.874880611,9.144104803,8.510917031,0.982532751,2094,1949,231,0,229,24,0,229,225,1800,1749069285,6/4/2025 22:35,14.63817978,10.0.0.21,Version 3.3
broadcast_domain:ISD:8b:1r:7m:none,120.3883224,121.9935,15.2492,1.142857143,0.584240871,13.69298246,8.210526316,0.986842105,3122,1872,230,0,228,33,0,228,225,1800,1749069328,6/4/2025 22:35,14.75488019,10.0.0.21,"Version 3.3, Table 3, High packet rate"
broadcast_domain:ISD:8b:1r:7m:none,113.0081709,120.1996,15.0249,1.142857143,0.778702163,10.27350427,7.794871795,0.94017094,2404,1824,237,1,234,12,0,234,220,1760,1749069362,6/4/2025 22:36,14.64231181,10.0.0.21,"Version 3.3, Table 3, High packet rate"
broadcast_domain:ISD:8b:1r:7m:none,116.9140732,121.1083,15.1385,1.142857143,0.680662983,11.75324675,7.965367965,0.965367965,2715,1840,233,0,231,14,0,231,223,1784,1749069451,6/4/2025 22:37,14.730618,10.0.0.21,"Version 3.3, Table 3, High packet rate"
broadcast_domain:ISD:8b:1r:7m:none,119.5266522,122.1828,15.2728,1.142857143,0.759702725,10.53043478,7.960869565,0.97826087,2422,1831,232,0,230,12,0,230,225,1800,1749069486,6/4/2025 22:38,14.73202682,10.0.0.21,"Version 3.3, Table 3, High packet rate"
broadcast_domain:ISD:8b:1r:7m:none,117.7985939,121.4798,15.185,1.142857143,0.745762712,10.72727273,7.857142857,0.96969697,2478,1815,233,0,231,16,0,231,224,1792,1749069526,6/4/2025 22:39,14.75142002,10.0.0.21,"Version 3.3, Table 3, High packet rate"
broadcast_domain:ISD:8b:1r:7m:none,114.7170306,119.41,14.9262,1.142857143,0.73960436,10.81659389,8.004366812,0.96069869,2477,1833,231,0,229,34,0,229,220,1760,1749069576,6/4/2025 22:39,14.73913503,10.0.0.21,"Version 3.3, Table 3, High packet rate"
broadcast_domain:ISD:8b:1r:7m:none,116.9011372,121.0949,15.1369,1.142857143,0.788395904,10.14718615,7.562770563,0.965367965,2344,1747,233,0,231,16,0,231,223,1784,1749069619,6/4/2025 22:40,14.73224902,10.0.0.21,"Version 3.3, Table 3, High packet rate"
broadcast_domain:ISD:8b:1r:7m:none,119.9127018,122.054,15.2568,1.142857143,0.88372093,9.052631579,7.986842105,0.98245614,2064,1821,231,1,228,23,0,228,224,1792,1749069671,6/4/2025 22:41,14.6820209,10.0.0.21,"Version 3.3, Table 3, High packet rate"
broadcast_domain:ISD:8b:1r:7m:none,117.1829281,121.3868,15.1734,1.142857143,0.90234375,8.865800866,7.844155844,0.965367965,2048,1812,233,0,231,13,0,231,223,1784,1749069714,6/4/2025 22:42,14.69681692,10.0.0.21,"Version 3.3, Table 3, High packet rate"
broadcast_domain:ISD:8b:1r:7m:none,119.7210262,121.8494,15.2312,1.142857143,0.830462375,9.633187773,7.799126638,0.982532751,2206,1786,231,0,229,15,0,229,225,1800,1749069751,6/4/2025 22:42,14.77233815,10.0.0.21,"Version 3.3, Table 3, High packet rate"
