parameters,FITNESS,bps,mps,caf,sbw,avgdistance_all,avgdistance_poi,watchdog_hitrate,count_packets_rec,count_poi_rec,count_cc_rec,count_cc_ignored_in_silence,count_cc_pointer_rec,count_data_ignored_in_silence,count_data_ignored_in_timeoput,count_data_ecc_matches,count_watchdog_ecc_matches,secret_bits_count,timestamp_start,timestamp_stop,duration_seconds,source_ip,comment
all:timestamp:2b:0r:8m:hamming,0,13.9315,6.9657,0.25,0.305394191,6.548913043,6.548913043,0.22826087,1205,1205,328,122,184,0,0,184,42,84,1741024684,3/3/2025 18:58,6.029505968,127.0.0.1,Version 3.2
all:timestamp:2b:0r:2m:hamming+,0,0.8604,0.3922,1,0.041638966,48.03193277,48.03193277,0.216806723,28579,28579,1063,419,595,0,0,426,129,283,1741025056,3/3/2025 19:09,328.9356501,127.0.0.1,Version 3.2
all:timestamp:2b:0r:4m:hamming+,0,9.0643,4.4216,0.5,0.242937853,8.23255814,8.23255814,0.23255814,1416,1416,306,117,172,0,0,136,40,82,1741025391,3/3/2025 19:10,9.046487808,127.0.0.1,Version 3.2
all:timestamp:2b:0r:8m:hamming+,0,15.5695,7.7214,0.25,0.291120815,6.87,6.87,0.305,1374,1374,341,119,200,0,0,182,61,123,1741025406,3/3/2025 19:10,7.900079966,127.0.0.1,Version 3.2
all:timestamp:2b:0r:2m:inline-hamming+,0,7.4254,3.7127,1,0.077962578,25.65333333,25.65333333,0.993333333,3848,3848,153,0,150,0,0,150,149,298,1741025780,3/3/2025 19:17,40.13255906,127.0.0.1,Version 3.2
all:timestamp:2b:0r:4m:inline-hamming+,0,105.9872,52.9936,0.5,0.401585205,4.980263158,4.980263158,0.815789474,757,757,182,24,152,0,0,152,124,248,1741025827,3/3/2025 19:17,2.339905024,127.0.0.1,Version 3.2
all:timestamp:2b:0r:8m:inline-hamming+,0,148.2534,74.1267,0.25,0.43001443,4.651006711,4.651006711,1,693,693,151,0,149,0,0,149,149,298,1741025835,3/3/2025 19:17,2.010071993,127.0.0.1,Version 3.2
broadcast_bpf:IPD:2b:2r:4m:none,0,0,0,0.5,0.275489534,7.259803922,7.259803922,0,1481,1481,410,177,204,0,0,204,0,0,1741026564,3/3/2025 19:29,8.379898071,127.0.0.1,Version 3.2
broadcast_bpf:IPD:2b:2r:8m:none,0,0,0,0.25,0.283813747,7.046875,7.046875,0,1353,1353,386,171,192,0,0,192,0,0,1741026578,3/3/2025 19:29,7.007115126,127.0.0.1,Version 3.2
broadcast_bpf:IPD:2b:2r:8m:hamming,0,19.1475,9.5737,0.25,0.303370787,6.592592593,6.592592593,0.338624339,1246,1246,316,111,189,0,0,189,64,128,1741027671,3/3/2025 19:47,6.684955835,127.0.0.1,Version 3.2
broadcast_bpf:IPD:2b:2r:8m:hamming+,0,10.8073,5.4037,0.25,0.284920083,7.019512195,7.019512195,0.224390244,1439,1439,366,132,205,0,0,174,46,92,1741028764,3/3/2025 20:06,8.512726068,127.0.0.1,Version 3.2
broadcast_bpf:IPD:2b:2r:4m:inline-hamming+,0,0,0,0.5,0.283636364,7.051282051,7.051282051,0,1375,1375,392,170,195,0,0,195,0,0,1741029499,3/3/2025 20:18,7.337135077,127.0.0.1,Version 3.2
broadcast_bpf:IPD:2b:2r:8m:inline-hamming+,0,0,0,0.25,0.28678118,6.973958333,6.973958333,0,1339,1339,385,174,192,0,0,192,0,0,1741029512,3/3/2025 20:18,6.968472958,127.0.0.1,Version 3.2
broadcast_bpf:ISD:2b:2r:4m:none,0,31.8006,15.9003,0.5,0.322925959,6.193370166,6.193370166,0.497237569,1121,1121,274,80,181,0,0,181,90,180,1741029549,3/3/2025 20:19,5.660278797,127.0.0.1,Version 3.2
broadcast_bpf:ISD:2b:2r:2m:hamming,0,2.2766,1.1383,1,0.086334425,23.16573034,23.16573034,0.280898876,8247,8247,614,228,356,0,0,148,100,200,1741029723,3/3/2025 20:23,87.84941506,127.0.0.1,Version 3.2
broadcast_bpf:ISD:2b:2r:4m:hamming,0,8.3181,4.159,0.5,0.215213358,9.293103448,9.293103448,0.297413793,2156,2156,397,146,232,0,0,162,69,138,1741029817,3/3/2025 20:23,16.59041715,127.0.0.1,Version 3.2
broadcast_bpf:ISD:2b:2r:8m:hamming,0,9.9029,4.9515,0.25,0.292609351,6.835051546,6.835051546,0.18556701,1326,1326,353,132,194,0,0,177,36,72,1741029839,3/3/2025 20:24,7.270578861,127.0.0.1,Version 3.2
broadcast_bpf:ISD:2b:2r:2m:hamming+,0,7.5065,3.1181,1,0.212577502,9.408333333,9.408333333,0.225,2258,2258,428,171,240,0,0,106,54,130,1741029910,3/3/2025 20:25,17.31836295,127.0.0.1,Version 3.2
broadcast_bpf:ISD:2b:2r:4m:hamming+,0,13.8447,6.7781,0.5,0.294478528,6.791666667,6.791666667,0.244791667,1304,1304,339,122,192,0,0,152,47,96,1741029933,3/3/2025 20:25,6.93407321,127.0.0.1,Version 3.2
broadcast_bpf:ISD:2b:2r:8m:hamming+,0,12.4017,6.1261,0.25,0.296180826,6.752631579,6.752631579,0.215789474,1283,1283,341,133,190,0,0,151,41,83,1741029946,3/3/2025 20:25,6.692649841,127.0.0.1,Version 3.2
broadcast_bpf:ISD:2b:2r:2m:inline-hamming+,0,26.786,13.393,1,0.291187739,6.868421053,6.868421053,0.547368421,1305,1305,278,78,190,0,0,190,104,208,1741029979,3/3/2025 20:26,7.765238047,127.0.0.1,Version 3.2
broadcast_bpf:ISD:2b:2r:4m:inline-hamming+,0,30.6968,15.3484,0.5,0.317432784,6.300546448,6.300546448,0.50273224,1153,1153,275,77,183,0,0,183,92,184,1741029993,3/3/2025 20:26,5.994102955,127.0.0.1,Version 3.2
broadcast_bpf:ISD:2b:2r:8m:inline-hamming+,0,23.4976,11.7488,0.25,0.302888368,6.603092784,6.603092784,0.443298969,1281,1281,304,98,194,0,0,194,86,172,1741030005,3/3/2025 20:26,7.319890976,127.0.0.1,Version 3.2
broadcast_bpf:ICD:2b:2r:2m:none,0,14.8441,7.4221,1,0.322033898,6.210526316,6.210526316,0.354066986,1298,1298,346,125,209,0,0,209,74,148,1741030051,3/3/2025 20:27,9.970277071,127.0.0.1,Version 3.2
broadcast_bpf:ICD:2b:2r:4m:none,0,21.0297,10.5148,0.5,0.310743802,6.436170213,6.436170213,0.361702128,1210,1210,310,107,188,0,0,188,68,136,1741030067,3/3/2025 20:27,6.467051983,127.0.0.1,Version 3.2
broadcast_bpf:ICD:2b:2r:8m:none,0,21.2606,10.6303,0.25,0.301092044,6.642487047,6.642487047,0.388601036,1282,1282,313,102,193,0,0,193,75,150,1741030080,3/3/2025 20:28,7.055305004,127.0.0.1,Version 3.2
broadcast_bpf:ICD:2b:2r:2m:hamming,0,4.1659,2.083,1,0.122990004,16.2614841,16.2614841,0.328621908,4602,4602,475,185,283,0,0,198,93,186,1741030298,3/3/2025 20:32,44.64809203,127.0.0.1,Version 3.2
broadcast_bpf:ICD:2b:2r:4m:hamming,0,8.2007,4.1004,0.5,0.217887726,9.179039301,9.179039301,0.283842795,2102,2102,395,162,229,0,0,210,65,130,1741030349,3/3/2025 20:32,15.85225701,127.0.0.1,Version 3.2
broadcast_bpf:ICD:2b:2r:8m:hamming,0,12.5913,6.2956,0.25,0.291729323,6.855670103,6.855670103,0.237113402,1330,1330,343,141,194,0,0,191,46,92,1741030371,3/3/2025 20:32,7.306648016,127.0.0.1,Version 3.2
broadcast_bpf:ICD:2b:2r:2m:hamming+,0,6.9294,3.2027,1,0.209208762,9.55982906,9.55982906,0.235042735,2237,2237,415,176,234,0,0,178,55,119,1741030450,3/3/2025 20:34,17.17323709,127.0.0.1,Version 3.2
broadcast_bpf:ICD:2b:2r:4m:hamming+,0,9.3135,4.6567,0.5,0.29245283,6.838709677,6.838709677,0.166666667,1272,1272,343,153,186,0,0,167,31,62,1741030473,3/3/2025 20:34,6.657006979,127.0.0.1,Version 3.2
broadcast_bpf:ICD:2b:2r:8m:hamming+,0,10.8692,5.3165,0.25,0.280991736,7.117647059,7.117647059,0.220588235,1452,1452,365,158,204,0,0,179,45,92,1741030486,3/3/2025 20:34,8.464262009,127.0.0.1,Version 3.2
broadcast_bpf:ICD:2b:2r:2m:inline-hamming+,0,15.2831,7.6416,1,0.266055046,7.517241379,7.517241379,0.36453202,1526,1526,334,126,203,0,0,203,74,148,1741030529,3/3/2025 20:35,9.683893919,127.0.0.1,Version 3.2
broadcast_bpf:ICD:2b:2r:4m:inline-hamming+,0,20.131,10.0655,0.5,0.297971919,6.712041885,6.712041885,0.366492147,1282,1282,314,118,191,0,0,191,70,140,1741030545,3/3/2025 20:35,6.954463959,127.0.0.1,Version 3.2
broadcast_bpf:ICD:2b:2r:8m:inline-hamming+,0,22.6569,11.3284,0.25,0.304635762,6.565217391,6.565217391,0.380434783,1208,1208,300,113,184,0,0,184,70,140,1741030558,3/3/2025 20:36,6.179136038,127.0.0.1,Version 3.2
broadcast_bpf:ISPN:2b:2r:4m:none,0,45.7729,22.8865,0.5,0.338521401,5.908045977,5.908045977,0.655172414,1028,1028,236,58,174,0,0,174,114,228,1741030591,3/3/2025 20:36,4.981110811,127.0.0.1,Version 3.2
broadcast_bpf:ISPN:2b:2r:0m:hamming,-0.16194332,-1,-1,2,0.020514098,97.49392713,97.49392713,0.16194332,24081,24081,455,203,247,0,0,0,40,80,1741030602,3/3/2025 20:41,-1,127.0.0.1,Version 3.2
broadcast_bpf:ISD:8b:1r:1m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISD:8b:1r:2m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISPN:8b:1r:1m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISPN:8b:1r:2m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISD:8b:2r:1m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISD:8b:2r:2m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISPN:8b:2r:1m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISPN:8b:2r:2m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:0r:0m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:0r:2m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:0r:0m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:0r:2m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:0r:4m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:0r:0m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:0r:2m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:0r:4m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:0r:0m:inline-hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:0r:2m:inline-hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISD:2b:0r:0m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISD:2b:0r:0m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISD:2b:0r:2m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISD:2b:0r:0m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISD:2b:0r:2m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISD:2b:0r:0m:inline-hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ICD:2b:0r:0m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ICD:2b:0r:0m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ICD:2b:0r:2m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ICD:2b:0r:0m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ICD:2b:0r:2m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ICD:2b:0r:0m:inline-hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISPN:2b:0r:0m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:timestamp:2b:0r:0m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:timestamp:2b:0r:0m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:timestamp:2b:0r:2m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:timestamp:2b:0r:4m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:timestamp:2b:0r:0m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:timestamp:2b:0r:2m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:timestamp:2b:0r:0m:inline-hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:IPD:2b:0r:0m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:IPD:2b:0r:2m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:IPD:2b:0r:0m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:IPD:2b:0r:2m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:IPD:2b:0r:4m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:IPD:2b:0r:0m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:IPD:2b:0r:2m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:IPD:2b:0r:4m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:IPD:2b:0r:0m:inline-hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:IPD:2b:0r:2m:inline-hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ISD:2b:0r:0m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ISD:2b:0r:0m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ISD:2b:0r:2m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ISD:2b:0r:0m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ISD:2b:0r:2m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ISD:2b:0r:0m:inline-hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ICD:2b:0r:0m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ICD:2b:0r:0m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ICD:2b:0r:2m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ICD:2b:0r:4m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ICD:2b:0r:0m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ICD:2b:0r:2m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ICD:2b:0r:0m:inline-hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:ISPN:2b:0r:0m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:timestamp:2b:0r:0m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:timestamp:2b:0r:0m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:timestamp:2b:0r:2m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:timestamp:2b:0r:4m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:timestamp:2b:0r:0m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
all:timestamp:2b:0r:0m:inline-hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:2r:0m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:2r:2m:none,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:2r:0m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:2r:2m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:2r:4m:hamming,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:2r:0m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:2r:2m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:2r:4m:hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:2r:0m:inline-hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:IPD:2b:2r:2m:inline-hamming+,-1,factory timeout,,,,,,,,,,,,,,,,,,,,,
broadcast_bpf:ISD:3b:0r:2m:none,0.1534433962264151,0.3253,0.1084,1.5,0.27496757457846954,10.910377358490566,10.910377358490566,0.4716981132075472,2313,2313,358,4,212,771,16,212,100,300,1741089080.920736,2025-03-04 13:06:43,922.3281428813934,127.0.0.1,Version 3.2
broadcast_bpf:ISD:3b:2r:2m:none,143.1874,143.1874,47.7291,1.5,0.6048387096774194,4.96,4.96,1.0,496,496,102,0,100,0,0,100,100,300,1741093182.608597,2025-03-04 13:59:44,2.0951569080352783,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,0.5404293577981651,4.9089,1.6363,1.5,0.2698019801980198,11.119266055045872,11.119266055045872,0.11009174311926606,1212,1212,268,150,109,0,0,109,12,36,1741093377.013878,2025-03-04 14:03:04,7.333658933639526,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,0.04564,1.8256,0.6085,1.5,0.366412213740458,8.1875,8.1875,0.025,655,655,209,119,80,0,0,80,2,6,1741093398.912417,2025-03-04 14:03:22,3.2866621017456055,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,145.4021,145.4021,48.4674,1.5,0.6396588486140724,4.69,4.69,1.0,469,469,102,0,100,0,0,100,100,300,1741093413.416171,2025-03-04 14:03:35,2.063243865966797,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,0.1642032967032967,2.9885,0.9962,1.5,0.32042253521126757,9.362637362637363,9.362637362637363,0.054945054945054944,852,852,233,135,91,0,0,91,5,15,1741093421.152528,2025-03-04 14:03:46,5.019324064254761,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,3.326158241758242,13.7582,4.5861,1.5,0.315606936416185,9.505494505494505,9.505494505494505,0.24175824175824176,865,865,212,119,91,0,0,91,22,66,1741093430.729072,2025-03-04 14:03:55,4.797139883041382,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,0.0,0.0,0.0,1.5,0.12953367875647667,23.16,23.16,0.0,2316,2316,102,0,100,0,0,0,0,0,1741094124.453615,2025-03-04 14:15:26,2.05132794380188,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,0.0,0.0,0.0,1.5,0.5545286506469501,5.41,5.41,0.0,541,541,102,0,100,0,0,0,0,0,1741094162.894929,2025-03-04 14:16:04,2.0757839679718018,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,3.027453846153846,13.8281,4.6094,1.5,0.393939393939394,7.615384615384615,7.615384615384615,0.21893491124260356,1287,1287,302,0,169,0,0,169,37,111,1741094222.8496878,2025-03-04 14:17:10,8.027159214019775,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,0.005963432835820895,0.7991,0.2664,1.5,0.5012468827930174,5.985074626865671,5.985074626865671,0.007462686567164179,802,802,269,0,134,0,0,134,1,3,1741094245.9849968,2025-03-04 14:17:29,3.7540242671966553,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,7.178066666666666,21.5342,7.1781,1.5,0.35036496350364965,8.5625,8.5625,0.3333333333333333,822,822,202,100,96,0,0,96,32,96,1741094271.803726,2025-03-04 14:17:56,4.458025932312012,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,23.518931297709926,44.014,14.6713,1.5,0.4684147794994041,6.404580152671755,6.404580152671755,0.5343511450381679,839,839,193,0,131,0,0,131,70,210,1741094427.658057,2025-03-04 14:20:32,4.771214008331299,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,0.08846486486486488,2.338,0.7793,1.5,0.4101995565410199,7.313513513513514,7.313513513513514,0.03783783783783784,1353,1353,365,0,185,0,0,185,7,21,1741094494.6566498,2025-03-04 14:21:43,8.982147216796875,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,138.6869,138.6869,46.229,1.5,0.5813953488372093,5.16,5.16,1.0,516,516,102,0,100,0,0,100,100,300,1741094849.254351,2025-03-04 14:27:31,2.1631460189819336,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,137.4221,137.4221,45.8074,1.5,0.6802721088435374,4.41,4.41,1.0,441,441,102,0,100,0,0,100,100,300,1741094858.368867,2025-03-04 14:27:40,2.1830551624298096,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,145.639,145.639,48.5463,1.5,0.6960556844547564,4.31,4.31,1.0,431,431,102,0,100,0,0,100,100,300,1741094866.590924,2025-03-04 14:27:48,2.0598878860473633,127.0.0.1,Version 3.3
broadcast_bpf:ISD:3b:2r:2m:none,5.9672,5.9672,1.9891,1.5,0.8108108108108107,3.7,3.7,1.0,370,370,102,0,100,0,0,100,100,300,1741119242.015992,2025-03-04 21:14:52,50.275153160095215,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,51.6106,51.6106,6.4513,1.1428571428571428,1.7175141242937852,4.657894736842105,4.657894736842105,1.0,177,177,40,0,38,0,0,38,38,304,1741119313.90625,2025-03-04 21:15:19,5.890261888504028,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,64.3726,64.3726,8.0466,1.1428571428571428,1.6432432432432433,4.868421052631579,4.868421052631579,1.0,185,185,40,0,38,0,0,38,38,304,1741119606.217792,2025-03-04 21:20:10,4.722506999969482,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,49.5204,49.5204,6.19,1.1428571428571428,2.1870503597122304,3.6578947368421053,3.6578947368421053,1.0,139,139,40,0,38,0,0,38,38,304,1741119628.145598,2025-03-04 21:20:34,6.138887166976929,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,298.5382,298.5382,37.3173,1.1428571428571428,0.8421052631578947,9.5,9.5,1.0,361,361,40,0,38,0,0,38,38,304,1741119644.397662,2025-03-04 21:20:45,1.0182950496673584,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,306.4933,306.4933,38.3117,1.1428571428571428,0.9500000000000001,8.421052631578947,8.421052631578947,1.0,320,320,40,0,38,0,0,38,38,304,1741119810.365671,2025-03-04 21:23:31,0.9918651580810547,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,290.4039,290.4039,36.3005,1.1428571428571428,1.1385767790262173,7.026315789473684,7.026315789473684,1.0,267,267,40,0,38,0,0,38,38,304,1741119816.71968,2025-03-04 21:23:37,1.0468180179595947,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,0.27904999999999996,3.3486,0.4186,1.1428571428571428,0.3076923076923077,26.0,26.0,0.08333333333333333,936,936,87,45,36,0,0,36,3,24,1741119843.895193,2025-03-04 21:24:11,7.167201995849609,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,312.6826,312.6826,39.0853,1.1428571428571428,0.9967213114754098,8.026315789473685,8.026315789473685,1.0,305,305,40,0,38,0,0,38,38,304,1741119874.763343,2025-03-04 21:24:35,0.9722318649291992,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,286.8022,286.8022,35.8503,1.1428571428571428,2.125874125874126,3.763157894736842,3.763157894736842,1.0,143,143,40,0,38,0,0,38,38,304,1742759185.455496,2025-03-23 20:46:26,1.0599639415740967,127.0.0.1,Version 3.3
all:ISD:3b:2r:2m:none,6.265672641509434,20.1261,6.7087,1.5,0.2960893854748603,10.132075471698114,10.132075471698114,0.3113207547169811,1074,1074,183,25,106,399,0,106,33,99,1742760262.503413,2025-03-23 21:04:27,4.918987989425659,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,-0.14285714285714285,-1,-1,1.1428571428571428,1.3658536585365855,5.857142857142857,5.857142857142857,0.14285714285714285,41,41,14,1,7,7,0,7,1,8,1742760478.642391,2025-03-23 21:08:07,-1,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:2r:7m:none,-0.0,-1,-1,1.1428571428571428,0.48484848484848486,16.5,16.5,0.0,33,33,6,3,2,11,0,2,0,0,1742760571.5330138,2025-03-23 21:09:41,-1,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,-0.0,-1,-1,1.1428571428571428,0.7017543859649122,11.4,11.4,0.0,57,57,15,7,5,18,2,5,0,0,1742760667.575337,2025-03-23 21:11:19,-1,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,3.6673722222222223,3.8831,0.4854,1.1428571428571428,1.28,6.25,6.25,0.9444444444444444,225,225,44,6,36,66,0,36,34,272,1742761813.370367,2025-03-23 21:31:23,70.04655194282532,127.0.0.1,Version 3.3
broadcast_bpf:ISD:8b:1r:7m:none,9.715,9.715,1.2144,1.1428571428571428,0.810126582278481,9.875,9.875,1.0,316,316,40,6,32,127,0,32,32,256,1742763691.516267,2025-03-23 22:01:58,26.351131916046143,127.0.0.1,Version 3.3
broadcast_bpf:ISD:2b:1r:7m:none,0.0,65.8567,32.9284,0.2857142857142857,0.2897102897102897,6.903448275862069,6.903448275862069,1.0,1001,1001,151,4,145,424,0,145,145,290,1742763754.562385,2025-03-23 22:02:40,4.4034998416900635,127.0.0.1,Version 3.3
broadcast_bpf:ISPN:2b:1r:7m:none,0.0,31.8689,15.9344,0.2857142857142857,0.2603550295857988,7.681818181818182,7.681818181818182,0.5151515151515151,1014,1014,151,17,132,430,0,132,68,136,1742763766.98849,2025-03-23 22:02:52,4.267484903335571,127.0.0.1,Version 3.3
broadcast_bpf:timestamp:2b:1r:1m:none,0.7316869565217392,2.1036,1.0518,2.0,0.05319148936170213,37.6,37.6,0.34782608695652173,4324,4324,229,33,115,2045,46,115,40,80,1742763779.023925,2025-03-23 22:03:37,38.02960205078125,127.0.0.1,Version 3.3
