date,poi,inputsource,bitlength,rounding_factor,subchanneling,subchanneling_bits,ecc,multihashing,counter_total_packets_received,counter_poi_ignored_because_silence,counter_poi_valid_received,counter_matches,counter_data_bits_transmitted,mps,bps,counter_retries_received,script_start_time,duration,comment
2025-03-03T13:05:48.650378,broadcast_bpf,IPD,2,0,none,0,hamming+,8,343,0,207,207,298,23.66226859,34.06452192,58,1741003540,8.748104572,Version 3.2
2025-03-03T13:18:01.074919,broadcast_bpf,IPD,2,0,none,0,inline-hamming+,4,260,0,186,186,298,29.69295344,47.57258132,37,1741004275,6.264112473,Version 3.2
2025-03-03T13:18:13.978472,broadcast_bpf,IPD,2,0,none,0,inline-hamming+,8,275,0,191,191,298,27.87642706,43.49306421,42,1741004287,6.851667166,Version 3.2
2025-03-03T13:25:24.886254,broadcast_bpf,ISD,2,0,none,0,none,2,5555,0,5360,173,298,2.678300029,4.613487911,24,1741004660,64.59321141,Version 3.2
2025-03-03T13:25:32.881065,broadcast_bpf,ISD,2,0,none,0,none,4,285,0,149,149,298,76.43047678,152.8609536,0,1741004731,1.94948411,Version 3.2
2025-03-03T13:25:40.847502,broadcast_bpf,ISD,2,0,none,0,none,8,281,0,149,149,298,76.17552208,152.3510442,0,1741004739,1.956008911,Version 3.2
2025-03-03T13:39:35.084309,broadcast_bpf,ISD,2,0,none,0,hamming,4,7662,0,7044,437,298,4.043817353,2.757568813,288,1741005467,108.0662062,Version 3.2
2025-03-03T13:39:49.535358,broadcast_bpf,ISD,2,0,none,0,hamming,8,344,0,204,204,298,24.36954899,35.59865489,55,1741005581,8.37110281,Version 3.2
2025-03-03T13:54:22.750776,broadcast_bpf,ISD,2,0,none,0,hamming+,4,10536,0,9725,531,298,3.611714203,2.026913055,382,1741006316,147.0215998,Version 3.2
2025-03-03T13:54:35.910526,broadcast_bpf,ISD,2,0,none,0,hamming+,8,281,0,193,193,298,27.2784945,42.11912622,44,1741006469,7.075170517,Version 3.2
2025-03-03T14:02:14.115608,broadcast_bpf,ISD,2,0,none,0,inline-hamming+,2,7840,0,7631,180,298,1.954793582,3.236269374,31,1741006842,92.08133364,Version 3.2
2025-03-03T14:02:22.173418,broadcast_bpf,ISD,2,0,none,0,inline-hamming+,4,284,0,149,149,298,75.1250203,150.2500406,0,1741006940,1.983360529,Version 3.2
2025-03-03T14:02:30.180616,broadcast_bpf,ISD,2,0,none,0,inline-hamming+,8,284,0,149,149,298,75.19151822,150.3830364,0,1741006948,1.981606483,Version 3.2
2025-03-03T14:09:59.047553,broadcast_bpf,ICD,2,0,none,0,none,2,7004,0,6856,149,298,1.805627439,3.611254879,0,1741007317,82.5197916,Version 3.2
2025-03-03T14:10:11.732350,broadcast_bpf,ICD,2,0,none,0,none,4,358,0,189,189,298,28.54339368,45.0049276,40,1741007405,6.621497154,Version 3.2
2025-03-03T14:10:25.622478,broadcast_bpf,ICD,2,0,none,0,none,8,380,0,200,200,298,25.44593206,37.91443876,51,1741007418,7.859802485,Version 3.2
2025-03-03T14:27:56.203907,broadcast_bpf,ICD,2,0,none,0,hamming,4,26893,0,25984,538,298,1.65830326,0.918539724,389,1741008152,324.427994,Version 3.2
2025-03-03T14:28:11.160664,broadcast_bpf,ICD,2,0,none,0,hamming,8,340,0,208,208,298,23.53369695,33.71654659,59,1741008482,8.83839035,Version 3.2
