bitlength,rounding,poi,inputsource,subchanneling,subchanneling_bits,ecc,multihashing,CAF,STEG BANDWIDTH,DISTANCE
4,4,broadcast_domain,IPD,baseipd,2.0,inline-hamming+,2.0,2.0,0.01,269.57
4,4,broadcast_domain,IPD,baseipd,4.0,inline-hamming+,2.0,2.0,0.02,258.47
4,4,broadcast_domain,IPD,baseipd,8.0,inline-hamming+,2.0,2.0,0.02,264.9
4,4,broadcast_domain,IPD,iphash,2.0,none,0.0,4.0,0.0,810.49
4,4,broadcast_domain,IPD,iphash,4.0,none,0.0,4.0,0.0,810.49
4,4,broadcast_domain,IPD,iphash,8.0,none,0.0,4.0,0.0,810.49
4,4,broadcast_domain,IPD,iphash,2.0,none,2.0,2.0,0.02,218.74
4,4,broadcast_domain,IPD,iphash,4.0,none,2.0,2.0,0.02,218.74
4,4,broadcast_domain,IPD,iphash,8.0,none,2.0,2.0,0.02,218.74
4,4,broadcast_domain,IPD,iphash,2.0,hamming,0.0,4.0,0.0,9790.68
4,4,broadcast_domain,IPD,iphash,4.0,hamming,0.0,4.0,0.0,9790.68
4,4,broadcast_domain,IPD,iphash,8.0,hamming,0.0,4.0,0.0,9790.68
4,4,broadcast_domain,IPD,iphash,2.0,hamming,2.0,2.0,,
4,4,broadcast_domain,IPD,iphash,4.0,hamming,2.0,2.0,0.0,1942.6
4,4,broadcast_domain,IPD,iphash,8.0,hamming,2.0,2.0,0.0,1942.6
4,4,broadcast_domain,IPD,iphash,2.0,hamming+,0.0,4.0,0.0,1492.48
4,4,broadcast_domain,IPD,iphash,4.0,hamming+,0.0,4.0,0.0,1492.48
4,4,broadcast_domain,IPD,iphash,8.0,hamming+,0.0,4.0,0.0,1492.48
4,4,broadcast_domain,IPD,iphash,2.0,hamming+,2.0,2.0,0.01,349.17
4,4,broadcast_domain,IPD,iphash,4.0,hamming+,2.0,2.0,0.01,349.17
4,4,broadcast_domain,IPD,iphash,8.0,hamming+,2.0,2.0,0.01,349.17
4,4,broadcast_domain,IPD,iphash,2.0,inline-hamming+,0.0,4.0,0.01,724.16
4,4,broadcast_domain,IPD,iphash,4.0,inline-hamming+,0.0,4.0,0.01,724.16
4,4,broadcast_domain,IPD,iphash,8.0,inline-hamming+,0.0,4.0,0.01,724.16
4,4,broadcast_domain,IPD,iphash,2.0,inline-hamming+,2.0,2.0,0.01,268.09
4,4,broadcast_domain,IPD,iphash,4.0,inline-hamming+,2.0,2.0,0.01,268.09
4,4,broadcast_domain,IPD,iphash,8.0,inline-hamming+,2.0,2.0,0.01,268.09
4,4,broadcast_domain,IPD,clockhash,2.0,none,0.0,4.0,0.01,777.04
4,4,broadcast_domain,IPD,clockhash,4.0,none,0.0,4.0,0.0,807.81
4,4,broadcast_domain,IPD,clockhash,8.0,none,0.0,4.0,0.01,794.7
4,4,broadcast_domain,IPD,clockhash,2.0,none,2.0,2.0,0.02,226.43
4,4,broadcast_domain,IPD,clockhash,4.0,none,2.0,2.0,0.02,210.46
4,4,broadcast_domain,IPD,clockhash,8.0,none,2.0,2.0,0.02,228.97
4,4,broadcast_domain,IPD,clockhash,2.0,hamming,0.0,4.0,0.0,7895.71
4,4,broadcast_domain,IPD,clockhash,4.0,hamming,0.0,4.0,0.0,7417.18
4,4,broadcast_domain,IPD,clockhash,8.0,hamming,0.0,4.0,0.0,7199.03
4,4,broadcast_domain,IPD,clockhash,2.0,hamming,2.0,2.0,0.0,1786.62
4,4,broadcast_domain,IPD,clockhash,4.0,hamming,2.0,2.0,0.0,1989.98
4,4,broadcast_domain,IPD,clockhash,8.0,hamming,2.0,2.0,0.0,1897.42
4,4,broadcast_domain,IPD,clockhash,2.0,hamming+,0.0,4.0,0.0,1414.84
4,4,broadcast_domain,IPD,clockhash,4.0,hamming+,0.0,4.0,0.0,1301.95
4,4,broadcast_domain,IPD,clockhash,8.0,hamming+,0.0,4.0,0.0,1390.72
4,4,broadcast_domain,IPD,clockhash,2.0,hamming+,2.0,2.0,0.01,346.21
4,4,broadcast_domain,IPD,clockhash,4.0,hamming+,2.0,2.0,0.01,345.72
4,4,broadcast_domain,IPD,clockhash,8.0,hamming+,2.0,2.0,0.01,348.67
4,4,broadcast_domain,IPD,clockhash,2.0,inline-hamming+,0.0,4.0,0.01,741.72
4,4,broadcast_domain,IPD,clockhash,4.0,inline-hamming+,0.0,4.0,0.01,750.82
4,4,broadcast_domain,IPD,clockhash,8.0,inline-hamming+,0.0,4.0,0.0,927.15
4,4,broadcast_domain,IPD,clockhash,2.0,inline-hamming+,2.0,2.0,0.02,263.19
4,4,broadcast_domain,IPD,clockhash,4.0,inline-hamming+,2.0,2.0,0.01,268.09
4,4,broadcast_domain,IPD,clockhash,8.0,inline-hamming+,2.0,2.0,0.01,282.64
4,4,broadcast_domain,ISD,none,0.0,none,0.0,4.0,0.01,715.69
4,4,broadcast_domain,ISD,none,0.0,none,2.0,2.0,0.02,205.86
4,4,broadcast_domain,ISD,none,0.0,hamming,0.0,4.0,0.0,6276.08
4,4,broadcast_domain,ISD,none,0.0,hamming,2.0,2.0,0.0,1676.49
4,4,broadcast_domain,ISD,none,0.0,hamming+,0.0,4.0,0.0,1182.45
4,4,broadcast_domain,ISD,none,0.0,hamming+,2.0,2.0,0.01,354.73
4,4,broadcast_domain,ISD,none,0.0,inline-hamming+,0.0,4.0,0.01,681.8
4,4,broadcast_domain,ISD,none,0.0,inline-hamming+,2.0,2.0,0.02,247.49
4,4,broadcast_domain,ICD,none,0.0,none,0.0,4.0,0.01,755.45
4,4,broadcast_domain,ICD,none,0.0,none,2.0,2.0,0.02,216.8
4,4,broadcast_domain,ICD,none,0.0,hamming,0.0,4.0,0.0,5827.79
4,4,broadcast_domain,ICD,none,0.0,hamming,2.0,2.0,0.0,1773.67
4,4,broadcast_domain,ICD,none,0.0,hamming+,0.0,4.0,0.0,1288.25
4,4,broadcast_domain,ICD,none,0.0,hamming+,2.0,2.0,0.01,356.8
4,4,broadcast_domain,ICD,none,0.0,inline-hamming+,0.0,4.0,0.01,741.72
4,4,broadcast_domain,ICD,none,0.0,inline-hamming+,2.0,2.0,0.02,266.34
4,4,broadcast_domain,ISPN,none,0.0,none,0.0,4.0,0.01,607.36
4,4,broadcast_domain,ISPN,none,0.0,none,2.0,2.0,0.02,244.52
4,4,broadcast_domain,ISPN,none,0.0,hamming,0.0,4.0,0.0,11655.57
4,4,broadcast_domain,ISPN,none,0.0,hamming,2.0,2.0,0.0,3098.32
4,4,broadcast_domain,ISPN,none,0.0,hamming+,0.0,4.0,0.0,1315.95
4,4,broadcast_domain,ISPN,none,0.0,hamming+,2.0,2.0,0.01,519.68
4,4,broadcast_domain,ISPN,none,0.0,inline-hamming+,0.0,4.0,0.01,735.04
4,4,broadcast_domain,ISPN,none,0.0,inline-hamming+,2.0,2.0,0.01,297.41
4,4,broadcast_domain,timestamp,none,0.0,none,0.0,4.0,0.01,777.04
4,4,broadcast_domain,timestamp,none,0.0,none,2.0,2.0,0.02,221.11
4,4,broadcast_domain,timestamp,none,0.0,hamming,0.0,4.0,0.0,5321.02
4,4,broadcast_domain,timestamp,none,0.0,hamming,2.0,2.0,0.0,1773.67
4,4,broadcast_domain,timestamp,none,0.0,hamming+,0.0,4.0,0.0,1308.91
4,4,broadcast_domain,timestamp,none,0.0,hamming+,2.0,2.0,0.01,377.14
4,4,broadcast_domain,timestamp,none,0.0,inline-hamming+,0.0,4.0,0.01,728.47
4,4,broadcast_domain,timestamp,none,0.0,inline-hamming+,2.0,2.0,0.02,249.51
4,6,all,IPD,none,0.0,none,0.0,4.0,,
4,6,all,IPD,none,0.0,none,2.0,2.0,,
4,6,all,IPD,none,0.0,hamming,0.0,4.0,,
4,6,all,IPD,none,0.0,hamming,2.0,2.0,,
4,6,all,IPD,none,0.0,hamming+,0.0,4.0,,
4,6,all,IPD,none,0.0,hamming+,2.0,2.0,,
4,6,all,IPD,none,0.0,inline-hamming+,0.0,4.0,,
4,6,all,IPD,none,0.0,inline-hamming+,2.0,2.0,,
4,6,all,IPD,baseipd,2.0,none,0.0,4.0,,
4,6,all,IPD,baseipd,4.0,none,0.0,4.0,,
4,6,all,IPD,baseipd,8.0,none,0.0,4.0,,
4,6,all,IPD,baseipd,2.0,none,2.0,2.0,,
4,6,all,IPD,baseipd,4.0,none,2.0,2.0,,
4,6,all,IPD,baseipd,8.0,none,2.0,2.0,,
4,6,all,IPD,baseipd,2.0,hamming,0.0,4.0,,
4,6,all,IPD,baseipd,4.0,hamming,0.0,4.0,,
4,6,all,IPD,baseipd,8.0,hamming,0.0,4.0,,
4,6,all,IPD,baseipd,2.0,hamming,2.0,2.0,,
4,6,all,IPD,baseipd,4.0,hamming,2.0,2.0,,
4,6,all,IPD,baseipd,8.0,hamming,2.0,2.0,,
4,6,all,IPD,baseipd,2.0,hamming+,0.0,4.0,,
4,6,all,IPD,baseipd,4.0,hamming+,0.0,4.0,,
4,6,all,IPD,baseipd,8.0,hamming+,0.0,4.0,,
4,6,all,IPD,baseipd,2.0,hamming+,2.0,2.0,,
4,6,all,IPD,baseipd,4.0,hamming+,2.0,2.0,,
4,6,all,IPD,baseipd,8.0,hamming+,2.0,2.0,,
4,6,all,IPD,baseipd,2.0,inline-hamming+,0.0,4.0,,
4,6,all,IPD,baseipd,4.0,inline-hamming+,0.0,4.0,,
4,6,all,IPD,baseipd,8.0,inline-hamming+,0.0,4.0,,
4,6,all,IPD,baseipd,2.0,inline-hamming+,2.0,2.0,,
4,6,all,IPD,baseipd,4.0,inline-hamming+,2.0,2.0,,
4,6,all,IPD,baseipd,8.0,inline-hamming+,2.0,2.0,,
4,6,all,IPD,iphash,2.0,none,0.0,4.0,,
4,6,all,IPD,iphash,4.0,none,0.0,4.0,,
4,6,all,IPD,iphash,8.0,none,0.0,4.0,,
4,6,all,IPD,iphash,2.0,none,2.0,2.0,,
4,6,all,IPD,iphash,4.0,none,2.0,2.0,,
4,6,all,IPD,iphash,8.0,none,2.0,2.0,,
4,6,all,IPD,iphash,2.0,hamming,0.0,4.0,,
4,6,all,IPD,iphash,4.0,hamming,0.0,4.0,,
4,6,all,IPD,iphash,8.0,hamming,0.0,4.0,,
4,6,all,IPD,iphash,2.0,hamming,2.0,2.0,,
4,6,all,IPD,iphash,4.0,hamming,2.0,2.0,,
4,6,all,IPD,iphash,8.0,hamming,2.0,2.0,,
4,6,all,IPD,iphash,2.0,hamming+,0.0,4.0,,
4,6,all,IPD,iphash,4.0,hamming+,0.0,4.0,,
4,6,all,IPD,iphash,8.0,hamming+,0.0,4.0,,
4,6,all,IPD,iphash,2.0,hamming+,2.0,2.0,,
4,6,all,IPD,iphash,4.0,hamming+,2.0,2.0,,
4,6,all,IPD,iphash,8.0,hamming+,2.0,2.0,,
4,6,all,IPD,iphash,2.0,inline-hamming+,0.0,4.0,,
4,6,all,IPD,iphash,4.0,inline-hamming+,0.0,4.0,,
4,6,all,IPD,iphash,8.0,inline-hamming+,0.0,4.0,,
4,6,all,IPD,iphash,2.0,inline-hamming+,2.0,2.0,,
4,6,all,IPD,iphash,4.0,inline-hamming+,2.0,2.0,,
4,6,all,IPD,iphash,8.0,inline-hamming+,2.0,2.0,,
4,6,all,IPD,clockhash,2.0,none,0.0,4.0,,
4,6,all,IPD,clockhash,4.0,none,0.0,4.0,,
4,6,all,IPD,clockhash,8.0,none,0.0,4.0,,
4,6,all,IPD,clockhash,2.0,none,2.0,2.0,,
4,6,all,IPD,clockhash,4.0,none,2.0,2.0,,
4,6,all,IPD,clockhash,8.0,none,2.0,2.0,,
4,6,all,IPD,clockhash,2.0,hamming,0.0,4.0,,
4,6,all,IPD,clockhash,4.0,hamming,0.0,4.0,,
4,6,all,IPD,clockhash,8.0,hamming,0.0,4.0,,
4,6,all,IPD,clockhash,2.0,hamming,2.0,2.0,,
4,6,all,IPD,clockhash,4.0,hamming,2.0,2.0,,
4,6,all,IPD,clockhash,8.0,hamming,2.0,2.0,,
4,6,all,IPD,clockhash,2.0,hamming+,0.0,4.0,,
4,6,all,IPD,clockhash,4.0,hamming+,0.0,4.0,,
4,6,all,IPD,clockhash,8.0,hamming+,0.0,4.0,,
4,6,all,IPD,clockhash,2.0,hamming+,2.0,2.0,,
4,6,all,IPD,clockhash,4.0,hamming+,2.0,2.0,,
4,6,all,IPD,clockhash,8.0,hamming+,2.0,2.0,,
4,6,all,IPD,clockhash,2.0,inline-hamming+,0.0,4.0,,
4,6,all,IPD,clockhash,4.0,inline-hamming+,0.0,4.0,,
4,6,all,IPD,clockhash,8.0,inline-hamming+,0.0,4.0,,
4,6,all,IPD,clockhash,2.0,inline-hamming+,2.0,2.0,,
4,6,all,IPD,clockhash,4.0,inline-hamming+,2.0,2.0,,
4,6,all,IPD,clockhash,8.0,inline-hamming+,2.0,2.0,,
4,6,all,ISD,none,0.0,none,0.0,4.0,,
4,6,all,ISD,none,0.0,none,2.0,2.0,,
4,6,all,ISD,none,0.0,hamming,0.0,4.0,,
4,6,all,ISD,none,0.0,hamming,2.0,2.0,,
4,6,all,ISD,none,0.0,hamming+,0.0,4.0,,
4,6,all,ISD,none,0.0,hamming+,2.0,2.0,,
4,6,all,ISD,none,0.0,inline-hamming+,0.0,4.0,,
4,6,all,ISD,none,0.0,inline-hamming+,2.0,2.0,,
4,6,all,ICD,none,0.0,none,0.0,4.0,,
4,6,all,ICD,none,0.0,none,2.0,2.0,,
4,6,all,ICD,none,0.0,hamming,0.0,4.0,,
4,6,all,ICD,none,0.0,hamming,2.0,2.0,,
4,6,all,ICD,none,0.0,hamming+,0.0,4.0,,
4,6,all,ICD,none,0.0,hamming+,2.0,2.0,,
4,6,all,ICD,none,0.0,inline-hamming+,0.0,4.0,,
4,6,all,ICD,none,0.0,inline-hamming+,2.0,2.0,,
4,6,all,ISPN,none,0.0,none,0.0,4.0,,
4,6,all,ISPN,none,0.0,none,2.0,2.0,,
4,6,all,ISPN,none,0.0,hamming,0.0,4.0,,
4,6,all,ISPN,none,0.0,hamming,2.0,2.0,,
4,6,all,ISPN,none,0.0,hamming+,0.0,4.0,,
4,6,all,ISPN,none,0.0,hamming+,2.0,2.0,,
4,6,all,ISPN,none,0.0,inline-hamming+,0.0,4.0,,
4,6,all,ISPN,none,0.0,inline-hamming+,2.0,2.0,,
4,6,all,timestamp,none,0.0,none,0.0,4.0,,
4,6,all,timestamp,none,0.0,none,2.0,2.0,,
4,6,all,timestamp,none,0.0,hamming,0.0,4.0,,
4,6,all,timestamp,none,0.0,hamming,2.0,2.0,,
4,6,all,timestamp,none,0.0,hamming+,0.0,4.0,,
4,6,all,timestamp,none,0.0,hamming+,2.0,2.0,,
4,6,all,timestamp,none,0.0,inline-hamming+,0.0,4.0,,
4,6,all,timestamp,none,0.0,inline-hamming+,2.0,2.0,,
4,6,broadcast_domain,IPD,none,0.0,none,0.0,4.0,0.01,762.51
4,6,broadcast_domain,IPD,none,0.0,none,2.0,2.0,,
4,6,broadcast_domain,IPD,none,0.0,hamming,0.0,4.0,0.0,5207.81
4,6,broadcast_domain,IPD,none,0.0,hamming,2.0,2.0,0.0,1642.73
4,6,broadcast_domain,IPD,none,0.0,hamming+,0.0,4.0,0.0,1165.56
4,6,broadcast_domain,IPD,none,0.0,hamming+,2.0,2.0,0.01,350.17
4,6,broadcast_domain,IPD,none,0.0,inline-hamming+,0.0,4.0,0.01,779.51
4,6,broadcast_domain,IPD,none,0.0,inline-hamming+,2.0,2.0,0.02,247.74
4,6,broadcast_domain,IPD,baseipd,2.0,none,0.0,4.0,0.01,794.7
4,6,broadcast_domain,IPD,baseipd,4.0,none,0.0,4.0,,
4,6,broadcast_domain,IPD,baseipd,8.0,none,0.0,4.0,0.0,864.9
4,6,broadcast_domain,IPD,baseipd,2.0,none,2.0,2.0,0.02,210.46
4,6,broadcast_domain,IPD,baseipd,4.0,none,2.0,2.0,0.02,209.74
4,6,broadcast_domain,IPD,baseipd,8.0,none,2.0,2.0,0.02,221.91
4,6,broadcast_domain,IPD,baseipd,2.0,hamming,0.0,4.0,0.0,7417.18
4,6,broadcast_domain,IPD,baseipd,4.0,hamming,0.0,4.0,0.0,6799.08
4,6,broadcast_domain,IPD,baseipd,8.0,hamming,0.0,4.0,0.0,6119.18
4,6,broadcast_domain,IPD,baseipd,2.0,hamming,2.0,2.0,0.0,1559.03
4,6,broadcast_domain,IPD,baseipd,4.0,hamming,2.0,2.0,0.0,1589.4
4,6,broadcast_domain,IPD,baseipd,8.0,hamming,2.0,2.0,0.0,1773.67
4,6,broadcast_domain,IPD,baseipd,2.0,hamming+,0.0,4.0,0.0,1255.22
4,6,broadcast_domain,IPD,baseipd,4.0,hamming+,0.0,4.0,0.0,1288.25
4,6,broadcast_domain,IPD,baseipd,8.0,hamming+,0.0,4.0,0.0,1330.26
4,6,broadcast_domain,IPD,baseipd,2.0,hamming+,2.0,2.0,0.01,340.9
4,6,broadcast_domain,IPD,baseipd,4.0,hamming+,2.0,2.0,0.01,336.68
4,6,broadcast_domain,IPD,baseipd,8.0,hamming+,2.0,2.0,0.01,345.23
4,6,broadcast_domain,IPD,baseipd,2.0,inline-hamming+,0.0,4.0,0.0,832.54
4,6,broadcast_domain,IPD,baseipd,4.0,inline-hamming+,0.0,4.0,0.01,757.79
4,6,broadcast_domain,IPD,baseipd,8.0,inline-hamming+,0.0,4.0,0.01,755.45
4,6,broadcast_domain,IPD,baseipd,2.0,inline-hamming+,2.0,2.0,0.02,246.74
4,6,broadcast_domain,IPD,baseipd,4.0,inline-hamming+,2.0,2.0,0.02,251.56
4,6,broadcast_domain,IPD,baseipd,8.0,inline-hamming+,2.0,2.0,0.02,263.76
4,6,broadcast_domain,IPD,iphash,2.0,none,0.0,4.0,0.01,743.97
4,6,broadcast_domain,IPD,iphash,4.0,none,0.0,4.0,0.01,743.97
4,6,broadcast_domain,IPD,iphash,8.0,none,0.0,4.0,0.01,743.97
4,6,broadcast_domain,IPD,iphash,2.0,none,2.0,2.0,0.02,216.42
4,6,broadcast_domain,IPD,iphash,4.0,none,2.0,2.0,0.02,216.42
4,6,broadcast_domain,IPD,iphash,8.0,none,2.0,2.0,0.02,216.42
4,6,broadcast_domain,IPD,iphash,2.0,hamming,0.0,4.0,0.0,5692.26
4,6,broadcast_domain,IPD,iphash,4.0,hamming,0.0,4.0,0.0,5692.26
4,6,broadcast_domain,IPD,iphash,8.0,hamming,0.0,4.0,0.0,5692.26
4,6,broadcast_domain,IPD,iphash,2.0,hamming,2.0,2.0,0.0,1501.64
4,6,broadcast_domain,IPD,iphash,4.0,hamming,2.0,2.0,0.0,1501.64
4,6,broadcast_domain,IPD,iphash,8.0,hamming,2.0,2.0,0.0,1501.64
4,6,broadcast_domain,IPD,iphash,2.0,hamming+,0.0,4.0,0.0,1122.78
4,6,broadcast_domain,IPD,iphash,4.0,hamming+,0.0,4.0,0.0,1122.78
4,6,broadcast_domain,IPD,iphash,8.0,hamming+,0.0,4.0,0.0,1122.78
4,6,broadcast_domain,IPD,iphash,2.0,hamming+,2.0,2.0,,
4,6,broadcast_domain,IPD,iphash,4.0,hamming+,2.0,2.0,0.01,338.54
4,6,broadcast_domain,IPD,iphash,8.0,hamming+,2.0,2.0,0.01,338.54
4,6,broadcast_domain,IPD,iphash,2.0,inline-hamming+,0.0,4.0,0.01,743.97
4,6,broadcast_domain,IPD,iphash,4.0,inline-hamming+,0.0,4.0,0.01,743.97
4,6,broadcast_domain,IPD,iphash,8.0,inline-hamming+,0.0,4.0,0.01,743.97
4,6,broadcast_domain,IPD,iphash,2.0,inline-hamming+,2.0,2.0,0.02,253.64
4,6,broadcast_domain,IPD,iphash,4.0,inline-hamming+,2.0,2.0,0.02,253.64
4,6,broadcast_domain,IPD,iphash,8.0,inline-hamming+,2.0,2.0,0.02,253.64
4,6,broadcast_domain,IPD,clockhash,2.0,none,0.0,4.0,0.01,748.52
4,6,broadcast_domain,IPD,clockhash,4.0,none,0.0,4.0,0.01,722.03
4,6,broadcast_domain,IPD,clockhash,8.0,none,0.0,4.0,0.0,821.37
4,6,broadcast_domain,IPD,clockhash,2.0,none,2.0,2.0,0.02,212.29
4,6,broadcast_domain,IPD,clockhash,4.0,none,2.0,2.0,0.02,205.51
4,6,broadcast_domain,IPD,clockhash,8.0,none,2.0,2.0,0.02,223.53
4,6,broadcast_domain,IPD,clockhash,2.0,hamming,0.0,4.0,0.0,5692.26
4,6,broadcast_domain,IPD,clockhash,4.0,hamming,0.0,4.0,0.0,6119.18
4,6,broadcast_domain,IPD,clockhash,8.0,hamming,0.0,4.0,0.0,6119.18
4,6,broadcast_domain,IPD,clockhash,2.0,hamming,2.0,2.0,0.0,1699.77
4,6,broadcast_domain,IPD,clockhash,4.0,hamming,2.0,2.0,0.0,1665.08
4,6,broadcast_domain,IPD,clockhash,8.0,hamming,2.0,2.0,0.0,1665.08
4,6,broadcast_domain,IPD,clockhash,2.0,hamming+,0.0,4.0,0.0,1188.19
4,6,broadcast_domain,IPD,clockhash,4.0,hamming+,0.0,4.0,0.0,1268.22
4,6,broadcast_domain,IPD,clockhash,8.0,hamming+,0.0,4.0,0.0,1295.06
4,6,broadcast_domain,IPD,clockhash,2.0,hamming+,2.0,2.0,0.01,350.17
4,6,broadcast_domain,IPD,clockhash,4.0,hamming+,2.0,2.0,0.01,361.55
4,6,broadcast_domain,IPD,clockhash,8.0,hamming+,2.0,2.0,0.01,356.8
4,6,broadcast_domain,IPD,clockhash,2.0,inline-hamming+,0.0,4.0,0.01,713.61
4,6,broadcast_domain,IPD,clockhash,4.0,inline-hamming+,0.0,4.0,0.01,757.79
4,6,broadcast_domain,IPD,clockhash,8.0,inline-hamming+,0.0,4.0,0.0,838.24
4,6,broadcast_domain,IPD,clockhash,2.0,inline-hamming+,2.0,2.0,0.02,247.49
4,6,broadcast_domain,IPD,clockhash,4.0,inline-hamming+,2.0,2.0,0.02,254.7
4,6,broadcast_domain,IPD,clockhash,8.0,inline-hamming+,2.0,2.0,0.01,268.97
4,6,broadcast_domain,ISD,none,0.0,none,0.0,4.0,0.01,699.33
4,6,broadcast_domain,ISD,none,0.0,none,2.0,2.0,0.02,219.13
4,6,broadcast_domain,ISD,none,0.0,hamming,0.0,4.0,,
4,6,broadcast_domain,ISD,none,0.0,hamming,2.0,2.0,0.0,1589.4
4,6,broadcast_domain,ISD,none,0.0,hamming+,0.0,4.0,0.0,1330.26
4,6,broadcast_domain,ISD,none,0.0,hamming+,2.0,2.0,0.01,358.37
4,6,broadcast_domain,ISD,none,0.0,inline-hamming+,0.0,4.0,0.0,858.83
4,6,broadcast_domain,ISD,none,0.0,inline-hamming+,2.0,2.0,0.02,259.29
4,6,broadcast_domain,ICD,none,0.0,none,0.0,4.0,0.0,835.38
4,6,broadcast_domain,ICD,none,0.0,none,2.0,2.0,0.02,223.33
4,6,broadcast_domain,ICD,none,0.0,hamming,0.0,4.0,0.0,6119.18
4,6,broadcast_domain,ICD,none,0.0,hamming,2.0,2.0,0.0,1786.62
4,6,broadcast_domain,ICD,none,0.0,hamming+,0.0,4.0,0.0,1344.87
4,6,broadcast_domain,ICD,none,0.0,hamming+,2.0,2.0,0.01,352.69
4,6,broadcast_domain,ICD,none,0.0,inline-hamming+,0.0,4.0,0.01,774.58
4,6,broadcast_domain,ICD,none,0.0,inline-hamming+,2.0,2.0,0.02,257.65
4,6,broadcast_domain,ISPN,none,0.0,none,0.0,4.0,0.01,607.36
4,6,broadcast_domain,ISPN,none,0.0,none,2.0,2.0,0.02,244.52
4,6,broadcast_domain,ISPN,none,0.0,hamming,0.0,4.0,0.0,11655.57
4,6,broadcast_domain,ISPN,none,0.0,hamming,2.0,2.0,0.0,3098.32
4,6,broadcast_domain,ISPN,none,0.0,hamming+,0.0,4.0,0.0,1315.95
4,6,broadcast_domain,ISPN,none,0.0,hamming+,2.0,2.0,0.01,519.68
4,6,broadcast_domain,ISPN,none,0.0,inline-hamming+,0.0,4.0,0.01,735.04
4,6,broadcast_domain,ISPN,none,0.0,inline-hamming+,2.0,2.0,0.01,297.41
4,6,broadcast_domain,timestamp,none,0.0,none,0.0,4.0,0.01,689.48
4,6,broadcast_domain,timestamp,none,0.0,none,2.0,2.0,,
4,6,broadcast_domain,timestamp,none,0.0,hamming,0.0,4.0,0.0,5827.79
4,6,broadcast_domain,timestamp,none,0.0,hamming,2.0,2.0,0.0,1882.82
4,6,broadcast_domain,timestamp,none,0.0,hamming+,0.0,4.0,0.0,1242.47
4,6,broadcast_domain,timestamp,none,0.0,hamming+,2.0,2.0,0.01,337.14
4,6,broadcast_domain,timestamp,none,0.0,inline-hamming+,0.0,4.0,0.01,687.55
4,6,broadcast_domain,timestamp,none,0.0,inline-hamming+,2.0,2.0,0.02,261.5
8,2,all,IPD,none,0.0,none,0.0,8.0,,
8,2,all,IPD,none,0.0,none,2.0,4.0,,
8,2,all,IPD,none,0.0,none,4.0,2.0,,
8,2,all,IPD,none,0.0,hamming,0.0,8.0,,
8,2,all,IPD,none,0.0,hamming,2.0,4.0,,
8,2,all,IPD,none,0.0,hamming,4.0,2.0,,
8,2,all,IPD,none,0.0,hamming+,0.0,8.0,,
8,2,all,IPD,none,0.0,hamming+,2.0,4.0,,
8,2,all,IPD,none,0.0,hamming+,4.0,2.0,,
8,2,all,IPD,none,0.0,inline-hamming+,0.0,8.0,,
8,2,all,IPD,none,0.0,inline-hamming+,2.0,4.0,,
8,2,all,IPD,none,0.0,inline-hamming+,4.0,2.0,,
8,2,all,IPD,baseipd,2.0,none,0.0,8.0,,
8,2,all,IPD,baseipd,4.0,none,0.0,8.0,,
8,2,all,IPD,baseipd,8.0,none,0.0,8.0,,
8,2,all,IPD,baseipd,2.0,none,2.0,4.0,,
8,2,all,IPD,baseipd,4.0,none,2.0,4.0,,
8,2,all,IPD,baseipd,8.0,none,2.0,4.0,,
8,2,all,IPD,baseipd,2.0,none,4.0,2.0,,
8,2,all,IPD,baseipd,4.0,none,4.0,2.0,,
8,2,all,IPD,baseipd,8.0,none,4.0,2.0,,
8,2,all,IPD,baseipd,2.0,hamming,0.0,8.0,,
8,2,all,IPD,baseipd,4.0,hamming,0.0,8.0,,
8,2,all,IPD,baseipd,8.0,hamming,0.0,8.0,,
8,2,all,IPD,baseipd,2.0,hamming,2.0,4.0,,
8,2,all,IPD,baseipd,4.0,hamming,2.0,4.0,,
8,2,all,IPD,baseipd,8.0,hamming,2.0,4.0,,
8,2,all,IPD,baseipd,2.0,hamming,4.0,2.0,,
8,2,all,IPD,baseipd,4.0,hamming,4.0,2.0,,
8,2,all,IPD,baseipd,8.0,hamming,4.0,2.0,,
8,2,all,IPD,baseipd,2.0,hamming+,0.0,8.0,,
8,2,all,IPD,baseipd,4.0,hamming+,0.0,8.0,,
8,2,all,IPD,baseipd,8.0,hamming+,0.0,8.0,,
8,2,all,IPD,baseipd,2.0,hamming+,2.0,4.0,,
8,2,all,IPD,baseipd,4.0,hamming+,2.0,4.0,,
8,2,all,IPD,baseipd,8.0,hamming+,2.0,4.0,,
8,2,all,IPD,baseipd,2.0,hamming+,4.0,2.0,,
8,2,all,IPD,baseipd,4.0,hamming+,4.0,2.0,,
8,2,all,IPD,baseipd,8.0,hamming+,4.0,2.0,,
8,2,all,IPD,baseipd,2.0,inline-hamming+,0.0,8.0,,
8,2,all,IPD,baseipd,4.0,inline-hamming+,0.0,8.0,,
8,2,all,IPD,baseipd,8.0,inline-hamming+,0.0,8.0,,
8,2,all,IPD,baseipd,2.0,inline-hamming+,2.0,4.0,,
8,2,all,IPD,baseipd,4.0,inline-hamming+,2.0,4.0,,
8,2,all,IPD,baseipd,8.0,inline-hamming+,2.0,4.0,,
8,2,all,IPD,baseipd,2.0,inline-hamming+,4.0,2.0,,
8,2,all,IPD,baseipd,4.0,inline-hamming+,4.0,2.0,,
