bitlength,rounding,poi,inputsource,subchanneling,subchanneling_bits,ecc,multihashing,CAF,STEG BANDWIDTH,DISTANCE
3,2,all,IPD,baseipd,8,hamming+,0,3.0,,
3,2,all,IPD,baseipd,2,inline-hamming+,0,3.0,,
3,2,all,IPD,baseipd,4,inline-hamming+,0,3.0,,
3,2,all,IPD,baseipd,8,inline-hamming+,0,3.0,,
3,2,all,IPD,iphash,2,none,0,3.0,,
3,2,all,IPD,iphash,4,none,0,3.0,,
3,2,all,IPD,iphash,8,none,0,3.0,,
3,2,all,IPD,iphash,2,hamming,0,3.0,,
3,2,all,IPD,iphash,4,hamming,0,3.0,,
3,2,all,IPD,iphash,8,hamming,0,3.0,,
3,2,all,IPD,iphash,2,hamming+,0,3.0,,
3,2,all,IPD,iphash,4,hamming+,0,3.0,,
3,2,all,IPD,iphash,8,hamming+,0,3.0,,
3,2,all,IPD,iphash,2,inline-hamming+,0,3.0,,
3,2,all,IPD,iphash,4,inline-hamming+,0,3.0,,
3,2,all,IPD,iphash,8,inline-hamming+,0,3.0,,
3,2,all,IPD,clockhash,2,none,0,3.0,,
3,2,all,IPD,clockhash,4,none,0,3.0,,
3,2,all,IPD,clockhash,8,none,0,3.0,,
3,2,all,IPD,clockhash,2,hamming,0,3.0,,
3,2,all,IPD,clockhash,4,hamming,0,3.0,,
3,2,all,IPD,clockhash,8,hamming,0,3.0,,
3,2,all,IPD,clockhash,2,hamming+,0,3.0,,
3,2,all,IPD,clockhash,4,hamming+,0,3.0,,
3,2,all,IPD,clockhash,8,hamming+,0,3.0,,
3,2,all,IPD,clockhash,2,inline-hamming+,0,3.0,,
3,2,all,IPD,clockhash,4,inline-hamming+,0,3.0,,
3,2,all,IPD,clockhash,8,inline-hamming+,0,3.0,,
3,2,all,ISD,none,0,none,0,3.0,,
3,2,all,ISD,none,0,hamming,0,3.0,,
3,2,all,ISD,none,0,hamming+,0,3.0,,
3,2,all,ISD,none,0,inline-hamming+,0,3.0,,
3,2,all,ICD,none,0,none,0,3.0,,
3,2,all,ICD,none,0,hamming,0,3.0,,
3,2,all,ICD,none,0,hamming+,0,3.0,,
3,2,all,ICD,none,0,inline-hamming+,0,3.0,,
3,2,all,ISPN,none,0,none,0,3.0,,
3,2,all,ISPN,none,0,hamming,0,3.0,,
3,2,all,ISPN,none,0,hamming+,0,3.0,,
3,2,all,ISPN,none,0,inline-hamming+,0,3.0,,
3,2,all,timestamp,none,0,none,0,3.0,,
3,2,all,timestamp,none,0,hamming,0,3.0,,
3,2,all,timestamp,none,0,hamming+,0,3.0,,
3,2,all,timestamp,none,0,inline-hamming+,0,3.0,,
3,2,broadcast_domain,IPD,none,0,none,0,3.0,0.0,2001.82
3,2,broadcast_domain,IPD,none,0,hamming,0,3.0,0.0,23730.62
3,2,broadcast_domain,IPD,none,0,hamming+,0,3.0,0.0,4492.89
3,2,broadcast_domain,IPD,none,0,inline-hamming+,0,3.0,0.0,1971.58
3,2,broadcast_domain,IPD,baseipd,2,none,0,3.0,0.0,1940.79
